Date,Open,High,Low,Close,Volume,Market Cap
1/25/2019,3605.837905,3611.731243,3570.822513,3598.336441,106785.3219,384249515
1/24/2019,3579.827909,3617.072517,3561.389075,3602.366689,103841.3959,374074785.4
1/23/2019,3602.761051,3620.982688,3556.037717,3579.774763,151690.426,543017558.6
1/22/2019,3569.362604,3621.095744,3529.365167,3603.050242,126566.0145,456023709
1/21/2019,3601.218507,3609.374374,3551.786353,3571.111481,115548.5958,412636917.1
1/20/2019,3720.546768,3740.88422,3585.753502,3602.768672,126986.7562,457503906.9
1/19/2019,3648.611891,3750.123314,3645.195327,3727.52431,98647.42473,367710673.8
1/18/2019,3674.685035,3677.836173,3630.977093,3648.95023,96560.00715,352342660.3
1/17/2019,3647.69164,3676.801822,3614.305437,3673.159519,106106.9688,389747822.6
1/16/2019,3630.42404,3683.664947,3622.868118,3650.906502,114245.7055,417100389.2
1/15/2019,3698.911856,3712.882301,3617.998537,3630.25984,116533.4496,423046702.1
1/14/2019,3545.436949,3725.072265,3540.205592,3699.570096,129169.6233,477872075.6
1/13/2019,3651.405366,3676.450595,3531.569516,3536.792357,101999.8508,360752292.9
1/12/2019,3669.554255,3678.298401,3633.313057,3653.021087,94188.97327,344074305.6
1/11/2019,3661.709034,3705.22605,3637.36992,3665.166478,128256.8698,470082779.8
1/10/2019,4037.296936,4065.746617,3642.150046,3662.939218,186440.3303,682919597.6
1/9/2019,4030.214201,4067.881787,4019.707586,4037.57681,118477.7531,478363028.5
1/8/2019,4031.737345,4114.126838,4000.654118,4026.21386,134808.8769,542769368.7
1/7/2019,4078.971147,4098.714305,4014.251063,4028.609217,121558.2587,489710721.3
1/6/2019,3847.223466,4091.73905,3829.717758,4081.77628,125183.1897,510969774.3
1/5/2019,3855.518359,3900.03798,3836.37012,3848.550752,95910.74098,369117354.3
1/4/2019,3849.674837,3885.022128,3787.053503,3859.725243,101914.7026,393362750.5
1/3/2019,3944.558518,3947.725852,3837.282584,3851.629016,103370.6053,398145222.8
1/2/2019,3857.600658,3959.399449,3824.012352,3950.03744,109604.848,432943253.3
1/1/2019,3750.205846,3863.966907,3718.578238,3862.870788,96375.76132,372287113.1
12/31/2018,3878.487711,3879.385581,3736.590202,3752.055752,118617.5173,445059538.1
12/30/2018,3839.88401,3921.031561,3812.08348,3877.26435,104388.4526,404741625.8
12/29/2018,3943.968455,3979.076609,3844.483814,3844.483814,84717.68744,325695778.1
12/28/2018,3656.557681,3960.074006,3648.162099,3935.76229,131921.5987,519212053.3
12/27/2018,3864.788186,3881.357551,3646.282418,3655.686309,126717.767,463240406.1
