timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2019-01-25,74.22967432,79.41770691,73.82937952,74.92643879,74.22967432,79.41770691,73.82937952,74.92643879,158528.18841990,11877952.60637610
2019-01-24,71.88236553,77.91521984,71.79693998,74.10735394,71.88236553,77.91521984,71.79693998,74.10735394,160736.27384085,11911739.93618637
2019-01-23,76.14798569,81.69180955,71.82628093,71.88052875,76.14798569,81.69180955,71.82628093,71.88052875,170444.42258800,12251635.21779385
2019-01-22,75.59034688,78.03520976,70.46506493,76.13471029,75.59034688,78.03520976,70.46506493,76.13471029,167960.13883495,12787596.51063780
2019-01-21,77.06501955,77.08199866,75.58794542,75.58794542,77.06501955,77.08199866,75.58794542,75.58794542,150586.91820840,11382555.75438576
2019-01-20,80.17672977,80.32830762,74.56665552,77.07819228,80.17672977,80.32830762,74.56665552,77.07819228,167726.88165769,12928084.83566010
2019-01-19,77.28638902,81.81447989,77.12910902,80.20552493,77.28638902,81.81447989,77.12910902,80.20552493,152040.41170417,12194481.03192740
2019-01-18,71.80124752,77.55191815,71.71879047,77.27955050,71.80124752,77.55191815,71.71879047,77.27955050,221037.12127037,17081649.37569846
2019-01-17,71.68670690,76.42971062,71.01239054,71.84294940,71.68670690,76.42971062,71.01239054,71.84294940,25154.01409328,1807138.56167992
2019-01-16,76.61917023,76.61917023,70.08108975,71.94521170,76.61917023,76.61917023,70.08108975,71.94521170,133510.74448377,9605458.77640985
2019-01-15,76.99429177,77.06713070,74.40900564,76.63569977,76.99429177,77.06713070,74.40900564,76.63569977,112167.75620441,8596054.48883566
2019-01-14,78.59938280,79.34100386,76.37164952,77.01311334,78.59938280,79.34100386,76.37164952,77.01311334,133261.33239908,10262870.09590039
2019-01-13,79.79583720,80.45494280,73.03544266,78.59429137,79.79583720,80.45494280,73.03544266,78.59429137,120937.38735048,9504988.25838143
2019-01-12,79.12076368,79.79811093,73.80945512,79.79811093,79.12076368,79.79811093,73.80945512,79.79811093,71625.26340225,5715560.71408926
2019-01-11,78.36588640,79.57158645,77.08285437,79.10823567,78.36588640,79.57158645,77.08285437,79.10823567,69379.79211999,5488512.94609128
2019-01-10,88.04255644,88.53557035,75.34269365,78.46968488,88.04255644,88.53557035,75.34269365,78.46968488,104832.15091163,8226145.84739745
2019-01-09,85.14012425,89.80445453,84.69469785,87.99157372,85.14012425,89.80445453,84.69469785,87.99157372,93846.12754217,8257668.45021418
2019-01-08,88.21144288,88.38721882,84.71684872,85.17618197,88.21144288,88.38721882,84.71684872,85.17618197,81858.12532542,6972362.57861104
2019-01-07,89.67985763,90.22869643,87.05913050,88.26706015,89.67985763,90.22869643,87.05913050,88.26706015,68198.95876263,6019721.59556602
2019-01-06,84.17126258,90.30952147,83.98499451,89.71880831,84.17126258,90.30952147,83.98499451,89.71880831,74726.76745818,6704396.52512827
2019-01-05,85.59392985,86.68855550,83.66729012,84.15806456,85.59392985,86.68855550,83.66729012,84.15806456,82410.90066254,6935541.89854806
2019-01-04,84.07110518,89.33544527,83.75935801,85.51560411,84.07110518,89.33544527,83.75935801,85.51560411,65222.51574120,5577542.83520116
2019-01-03,87.06880298,90.63306747,83.38516608,84.07182840,87.06880298,90.63306747,83.38516608,84.07182840,78251.06459456,6578710.07476917
2019-01-02,84.90948929,87.47746017,84.35372288,87.36552656,84.90948929,87.47746017,84.35372288,87.36552656,78271.85390522,6838261.73122593
2019-01-01,83.25076364,84.98523209,82.00218495,84.93868175,83.25076364,84.98523209,82.00218495,84.93868175,73719.00846603,6261595.39872933
2018-12-31,85.40286092,86.77089493,83.26568964,83.26568964,85.40286092,86.77089493,83.26568964,83.26568964,73986.19506555,6160511.55581950
2018-12-30,84.08267123,86.40391193,80.93232338,85.40892995,84.08267123,86.40391193,80.93232338,85.40892995,86778.32024041,7411643.47476756
2018-12-29,87.54663603,87.87695291,83.48365330,84.20028069,87.54663603,87.87695291,83.48365330,84.20028069,78175.64240092,6582411.03301089
2018-12-28,79.91869585,88.32247142,79.55270945,87.40217291,79.91869585,88.32247142,79.55270945,87.40217291,76313.05343564,6669926.69146887
2018-12-27,87.15771192,87.15771192,79.83675482,79.92333582,87.15771192,87.15771192,79.83675482,79.92333582,75447.61469367,6030025.04615402
2018-12-26,86.54751542,89.13836242,83.80004568,87.13879030,86.54751542,89.13836242,83.80004568,87.13879030,71873.42117985,6262962.97667323
2018-12-25,97.35964831,97.35964831,83.18187247,86.50263948,97.35964831,97.35964831,83.18187247,86.50263948,93420.51568725,8081121.18866538
2018-12-24,93.53429065,107.23592379,93.53429065,97.06884561,93.53429065,107.23592379,93.53429065,97.06884561,105982.74594645,10287622.80314506
2018-12-23,90.46817331,95.98840123,90.46817331,93.51339013,90.46817331,95.98840123,90.46817331,93.51339013,76215.30525745,7127151.57410058
2018-12-22,89.47330533,95.96924986,86.39464313,90.41820675,89.47330533,95.96924986,86.39464313,90.41820675,99059.65343229,8956796.22496450
2018-12-21,100.33075455,100.33075455,88.86978612,89.46571480,100.33075455,100.33075455,88.86978612,89.46571480,108261.58530797,9685700.11518197
2018-12-20,79.38470066,102.14529047,77.20533037,102.14529047,79.38470066,102.14529047,77.20533037,102.14529047,118381.02633591,12092064.32146457
2018-12-19,74.92259558,85.38990340,74.90376781,79.40513937,74.92259558,85.38990340,74.90376781,79.40513937,89258.89517297,7087615.01118892
2018-12-18,73.49750883,74.88058792,71.32503136,74.88058792,73.49750883,74.88058792,71.32503136,74.88058792,73913.20580582,5534664.30544342
2018-12-17,65.40300997,77.86116300,65.40081060,73.50419347,65.40300997,77.86116300,65.40081060,73.50419347,96855.52123223,7119286.97081860
2018-12-16,65.12896499,67.81725716,63.95911243,65.41102435,65.12896499,67.81725716,63.95911243,65.41102435,80481.74002796,5264393.05652573
2018-12-15,63.07122944,67.01855938,60.94801467,65.18698469,63.07122944,67.01855938,60.94801467,65.18698469,123470.33033448,8048658.53282620
2018-12-14,64.87388906,65.34049242,62.72809717,63.08820516,64.87388906,65.34049242,62.72809717,63.08820516,77039.44074649,4860280.04293666
2018-12-13,69.15506651,70.69729830,64.66215645,64.82937894,69.15506651,70.69729830,64.66215645,64.82937894,88592.55757186,5743400.48652928
2018-12-12,68.11210932,72.29202804,67.90333259,69.14286346,68.11210932,72.29202804,67.90333259,69.14286346,81030.73876205,5602697.30601544
2018-12-11,71.64266684,73.55884771,67.79079580,68.10918622,71.64266684,73.55884771,67.79079580,68.10918622,81165.54142328,5528118.97555566
2018-12-10,80.31064900,80.37924905,69.96262331,71.65304068,80.31064900,80.37924905,69.96262331,71.65304068,81878.12934982,5866816.93274792
2018-12-09,70.88718262,81.08643737,68.60387443,80.40546022,70.88718262,81.08643737,68.60387443,80.40546022,73571.22874348,5915528.50615100
2018-12-08,70.99059716,73.69497425,68.77010433,70.97075209,70.99059716,73.69497425,68.77010433,70.97075209,72453.60043224,5142086.51442711
2018-12-07,75.70491935,75.70491935,64.54001320,72.55023315,75.70491935,75.70491935,64.54001320,72.55023315,100825.85411292,7314939.22301706
2018-12-06,85.97781432,86.16005062,75.55310528,75.70129048,85.97781432,86.16005062,75.55310528,75.70129048,76657.02005424,5803035.34218725
2018-12-05,90.10472085,90.55023335,83.92395038,85.99268134,90.10472085,90.55023335,83.92395038,85.99268134,73594.36509053,6328576.78590274
2018-12-04,92.66844362,93.28097293,89.74915208,90.10889558,92.66844362,93.28097293,89.74915208,90.10889558,67199.81977191,6055301.54275954
2018-12-03,97.31064462,97.44516197,90.23959104,90.29500334,97.31064462,97.44516197,90.23959104,90.29500334,62928.71200863,5682148.26082188
2018-12-02,99.44279851,100.15730092,97.20000375,97.26336495,99.44279851,100.15730092,97.20000375,97.26336495,42518.02928163,4135446.59911910
2018-12-01,95.36271295,100.90683305,95.29622858,99.45190998,95.36271295,100.90683305,95.29622858,99.45190998,38294.13184093,3808424.55248259
2018-11-30,99.42473766,101.90882316,92.43688348,95.34511549,99.42473766,101.90882316,92.43688348,95.34511549,47916.76774637,4568629.75445831
2018-11-29,103.04624587,103.26260825,97.77028145,99.41660850,103.04624587,103.26260825,97.77028145,99.41660850,51732.75808364,5143095.35696720
2018-11-28,93.99767119,105.04593249,93.99767119,103.04745355,93.99767119,105.04593249,93.99767119,103.04745355,55460.65112209,5715078.87052774
2018-11-27,94.80029905,95.95260855,91.57484292,93.99168409,94.80029905,95.95260855,91.57484292,93.99168409,60542.96812419,5690535.53380026
2018-11-26,95.07661926,98.89273571,88.83420397,94.81732431,95.07661926,98.89273571,88.83420397,94.81732431,66071.66560211,6264738.54495168
2018-11-25,99.27415733,99.47608488,88.05937256,95.36888621,99.27415733,99.47608488,88.05937256,95.36888621,85415.16164065,8145948.83071317
2018-11-24,103.94592019,106.68615076,96.96383507,98.07428478,103.94592019,106.68615076,96.96383507,98.07428478,46848.58084291,4594641.05925070
2018-11-23,108.43920012,109.00183435,99.84038080,103.86582551,108.43920012,109.00183435,99.84038080,103.86582551,50115.25566274,5205262.39996119
2018-11-22,118.62095802,119.17083534,110.37688334,110.37688334,118.62095802,119.17083534,110.37688334,110.37688334,42442.46560069,4684667.07441304
2018-11-21,110.07218170,118.89326400,108.24048420,118.63091284,110.07218170,118.89326400,108.24048420,118.63091284,41962.78452838,4978083.43378812
2018-11-20,114.07447395,117.49862271,103.72581716,109.56814452,114.07447395,117.49862271,103.72581716,109.56814452,72418.24506904,7934732.74189375
2018-11-19,139.32641332,139.48250330,114.11945075,114.34049360,139.32641332,139.48250330,114.11945075,114.34049360,76910.23170497,8793953.85627920
2018-11-18,140.45368660,141.71348898,138.02941261,139.29725273,140.45368660,141.71348898,138.02941261,139.29725273,33569.50847091,4676140.30557570
2018-11-17,144.12096985,149.89023147,139.05325120,139.29910452,144.12096985,149.89023147,139.05325120,139.29910452,31881.08114442,4441006.05447728
2018-11-16,144.86547861,150.63047981,142.49038378,144.07597947,144.86547861,150.63047981,142.49038378,144.07597947,34932.13485687,5032881.54461582
2018-11-15,152.35104096,152.79882681,136.88999932,144.79686914,152.35104096,152.79882681,136.88999932,144.79686914,45721.88527933,6620385.83963455
2018-11-14,164.82813532,166.68101989,147.80002283,152.16526191,164.82813532,166.68101989,147.80002283,152.16526191,47082.08813972,7164258.27319636
2018-11-13,165.79478941,167.25804126,163.65977658,164.87563708,165.79478941,167.25804126,163.65977658,164.87563708,18230.15032364,3005707.64866888
2018-11-12,163.67190938,167.48611334,163.34469058,165.61203102,163.67190938,167.48611334,163.34469058,165.61203102,19055.11294963,3155755.95681259
2018-11-11,165.79351784,166.07718077,162.44100948,163.81343582,165.79351784,166.07718077,162.44100948,163.81343582,18833.99945939,3085262.16161560
2018-11-10,162.57748566,167.02757138,161.87594636,165.89711078,162.57748566,167.02757138,161.87594636,165.89711078,21058.13508576,3493483.76909597
2018-11-09,167.06602998,169.42241433,162.36681701,162.42818930,167.06602998,169.42241433,162.36681701,162.42818930,21904.66455354,3557935.00056002
2018-11-08,169.33157236,175.34210283,166.77469590,167.13497322,169.33157236,175.34210283,166.77469590,167.13497322,22666.45683813,3788357.65665342
2018-11-07,172.39168246,174.35909957,165.15008485,168.35593665,172.39168246,174.35909957,165.15008485,168.35593665,18562.10915365,3125041.27275051
2018-11-06,163.95510666,174.57321034,163.88294780,172.67392159,163.95510666,174.57321034,163.88294780,172.67392159,23913.64662893,4129263.14301554
2018-11-05,165.68423121,168.70866200,163.28243451,163.96312502,165.68423121,168.70866200,163.28243451,163.96312502,21725.38530930,3562162.06756739
2018-11-04,157.06699401,169.81187943,155.03360665,165.84076956,157.06699401,169.81187943,155.03360665,165.84076956,36262.17284965,6013746.65136586
2018-11-03,157.04524071,158.19729878,155.39266444,157.43651156,157.04524071,158.19729878,155.39266444,157.43651156,10948.51229152,1723695.58192316
2018-11-02,155.65198140,157.75402269,155.01467635,157.17892018,155.65198140,157.75402269,155.01467635,157.17892018,8929.48926551,1403527.48052989
2018-11-01,154.50593660,157.32260092,154.18128544,155.65176253,154.50593660,157.32260092,154.18128544,155.65176253,10533.76918670,1639599.74002037
2018-10-31,153.83186609,158.25858041,153.68381998,154.54232877,153.83186609,158.25858041,153.68381998,154.54232877,20051.60497555,3098821.72846960
2018-10-30,151.26684009,154.96643259,151.00714710,153.77890344,151.26684009,154.96643259,151.00714710,153.77890344,12573.53977008,1933545.15815860
2018-10-29,157.16208644,158.42037455,150.59085685,151.19041951,157.16208644,158.42037455,150.59085685,151.19041951,13969.42244577,2112042.83982758
2018-10-28,155.20496444,157.71789322,154.84153587,157.15307535,155.20496444,157.71789322,154.84153587,157.15307535,8870.32512843,1393998.87328924
2018-10-27,157.59284441,158.68635932,153.57628577,155.20618849,157.59284441,158.68635932,153.57628577,155.20618849,9164.36148524,1422365.61603743
2018-10-26,157.35631768,158.01649084,155.23822032,157.61463288,157.35631768,158.01649084,155.23822032,157.61463288,12863.44242910,2027466.75602450
2018-10-25,158.50106619,159.12306150,156.38150416,157.32556332,158.50106619,159.12306150,156.38150416,157.32556332,8481.23318924,1334314.78917489
2018-10-24,155.64976146,161.90065163,155.60470697,158.58503737,155.64976146,161.90065163,155.60470697,158.58503737,16556.74602001,2625652.18627575
2018-10-23,154.93413645,156.25857450,154.78724719,155.55232859,154.93413645,156.25857450,154.78724719,155.55232859,9429.08965982,1466716.85305026
2018-10-22,158.96072649,158.98438991,154.61269289,154.85189121,158.96072649,158.98438991,154.61269289,154.85189121,8951.29314083,1386124.67165554
2018-10-21,161.06233244,162.53559451,157.77114340,159.08142541,161.06233244,162.53559451,157.77114340,159.08142541,7595.08592412,1208237.09491930
2018-10-20,156.26647791,161.29117719,155.02711223,161.04469439,156.26647791,161.29117719,155.02711223,161.04469439,7439.64180244,1198114.84048059
2018-10-19,158.08596440,158.74175404,154.84629795,156.32146676,158.08596440,158.74175404,154.84629795,156.32146676,8357.77829783,1306500.16238661
2018-10-18,163.31583325,163.69761530,157.09861060,158.27387354,163.31583325,163.69761530,157.09861060,158.27387354,7358.17790421,1164607.31909777
2018-10-17,167.15949756,167.15949756,162.37982474,163.28956025,167.15949756,167.15949756,162.37982474,163.28956025,11508.16306124,1879162.88557060
2018-10-16,169.89420973,172.28808769,165.61329013,167.31590789,169.89420973,172.28808769,165.61329013,167.31590789,8542.41147089,1429281.33079315
2018-10-15,162.11515490,176.98741937,160.12856622,169.59238498,162.11515490,176.98741937,160.12856622,169.59238498,22896.84354529,3883130.30531872
2018-10-14,168.61696448,170.05611549,161.86846348,162.09819242,168.61696448,170.05611549,161.86846348,162.09819242,8027.81886566,1301294.92721145
2018-10-13,160.56770441,168.44778127,160.56770441,168.44520310,160.56770441,168.44778127,160.56770441,168.44520310,8111.09932472,1366275.77315172
2018-10-12,159.71089129,165.79596357,156.50059634,160.55000617,159.71089129,165.79596357,156.50059634,160.55000617,13535.23079846,2173081.38824900
2018-10-11,181.16948763,181.16948763,159.56434821,160.13003868,181.16948763,181.16948763,159.56434821,160.13003868,18649.93210039,2986414.34856272
2018-10-10,183.98461806,183.98461806,179.22237184,181.26346116,183.98461806,183.98461806,179.22237184,181.26346116,12117.63829044,2196485.05765327
2018-10-09,184.53939893,184.60131255,182.72581689,183.67001754,184.53939893,184.60131255,182.72581689,183.67001754,9839.92019899,1807298.31555325
2018-10-08,181.47569847,185.56835469,180.42210981,184.63737665,181.47569847,185.56835469,180.42210981,184.63737665,11363.55290581,2098136.59796493
2018-10-07,183.08784278,183.71766477,178.68362819,181.45712329,183.08784278,183.71766477,178.68362819,181.45712329,11038.17663095,2002955.77778218
2018-10-06,182.68178407,187.28156441,182.45275286,183.08815553,182.68178407,187.28156441,182.45275286,183.08815553,13804.10391101,2527367.92381518
2018-10-05,185.63923426,186.04551174,181.63473800,182.72904083,185.63923426,186.04551174,181.63473800,182.72904083,9990.04694996,1825471.69698894
2018-10-04,180.81130412,186.81901264,180.81130412,185.52744423,180.81130412,186.81901264,180.81130412,185.52744423,8943.79997435,1659320.35090275
2018-10-03,182.46151498,182.46151498,177.96741162,180.81054022,182.46151498,182.46151498,177.96741162,180.81054022,11317.50586382,2046324.34914443
2018-10-02,188.41870311,188.94448947,181.34961065,182.46214954,188.41870311,188.94448947,181.34961065,182.46214954,13612.53398776,2483772.21209130
2018-10-01,188.40090671,189.21234288,186.67778827,188.46290076,188.40090671,189.21234288,186.67778827,188.46290076,9043.50295778,1704364.80045444
2018-09-30,189.89581229,190.69582237,187.76028034,188.47193474,189.89581229,190.69582237,187.76028034,188.47193474,9081.42700426,1711594.11771092
2018-09-29,188.59400396,191.65897291,185.78162645,189.86073768,188.59400396,191.65897291,185.78162645,189.86073768,8937.16713594,1696817.14516753
2018-09-28,196.07571396,196.31107183,187.16464924,188.60782046,196.07571396,196.31107183,187.16464924,188.60782046,13991.83230464,2638968.99519798
