Date,Open,High,Low,Close,Adjusted Close,Volume,dividend_amount,split_coefficient
2013-12-17,15884.0596,15917.96,15836.4502,15875.2598,15875.2598,101490000,0,1
2013-12-16,15759.5996,15930.3096,15759.5996,15884.5703,15884.5703,101470000,0,1
2013-12-13,15745.6602,15792.7998,15717.9199,15755.3604,15755.3604,83180000,0,1
2013-12-12,15844.8203,15845.1104,15703.79,15739.4297,15739.4297,105870000,0,1
2013-12-11,15970.75,15997.2197,15827.7002,15843.5303,15843.5303,107170000,0,1
2013-12-10,16024.1201,16029.0596,15969.5303,15973.1299,15973.1299,79420000,0,1
2013-12-09,16019.4902,16058.4004,16015.29,16025.5303,16025.5303,91810000,0,1
2013-12-06,15825.5498,16022.3496,15825.5498,16020.2002,16020.2002,98260000,0,1
2013-12-05,15886.5,15896.1904,15809.3701,15821.5098,15821.5098,128080000,0,1
2013-12-04,15910.5098,15960.3604,15791.29,15889.7695,15889.7695,111180000,0,1
2013-12-03,16004.7197,16004.7197,15859.6797,15914.6201,15914.6201,103910000,0,1
2013-12-02,16087.1201,16098,15986.2305,16008.7695,16008.7695,92590000,0,1
2013-11-29,16105.1602,16174.5098,16074.1396,16086.4102,16086.4102,69190000,0,1
2013-11-27,16073.3701,16107.9902,16057.3398,16097.3301,16097.3301,65730000,0,1
2013-11-26,16070.9297,16120.25,16070.9297,16072.7998,16072.7998,107450000,0,1
2013-11-25,16072.0898,16109.6299,16055.46,16072.54,16072.54,94040000,0,1
2013-11-22,16008.71,16068.7803,15976.2695,16064.7695,16064.7695,81000000,0,1
2013-11-21,15908.0703,16016.04,15908.0703,16009.9902,16009.9902,79000000,0,1
2013-11-20,15971.2002,16016.8496,15865.3701,15900.8203,15900.8203,84350000,0,1
2013-11-19,15974.0596,16025.8496,15943.7803,15967.0303,15967.0303,84570000,0,1
2013-11-18,15962.7197,16030.2803,15942.1699,15976.0195,15976.0195,94860000,0,1
2013-11-15,15876.1602,15962.9805,15875.9004,15961.7002,15961.7002,126460000,0,1
2013-11-14,15806.2197,15884.9902,15798.7402,15876.2197,15876.2197,123860000,0,1
2013-11-13,15739.5,15822.9805,15672,15821.6299,15821.6299,92450000,0,1
2013-11-12,15773.1504,15793.3799,15708.29,15750.6699,15750.6699,79260000,0,1
2013-11-11,15759.2803,15791.4502,15737.2197,15783.0996,15783.0996,58860000,0,1
2013-11-08,15591.54,15764.29,15579.3496,15761.7803,15761.7803,101200000,0,1
2013-11-07,15751.3096,15797.6797,15586.3301,15593.9805,15593.9805,103860000,0,1
2013-11-06,15628.7197,15750.29,15628.7197,15746.8799,15746.8799,109200000,0,1
2013-11-05,15631.2197,15651.8896,15522.1797,15618.2197,15618.2197,91890000,0,1
2013-11-04,15621.2002,15658.9004,15588.4805,15639.1201,15639.1201,71200000,0,1
2013-11-01,15558.0098,15649.4004,15543.25,15615.5498,15615.5498,101830000,0,1
2013-10-31,15619.9199,15651.8604,15544.6904,15545.75,15545.75,114050000,0,1
2013-10-30,15680.7402,15721,15574.5195,15618.7598,15618.7598,79170000,0,1
2013-10-29,15572.21,15683.0801,15572.21,15680.3496,15680.3496,86600000,0,1
2013-10-28,15569.1904,15599.0898,15533.4805,15568.9297,15568.9297,92760000,0,1
2013-10-25,15523.7197,15570.5996,15512.96,15570.2803,15570.2803,109900000,0,1
2013-10-24,15414.8701,15528.6299,15414.1299,15509.21,15509.21,89240000,0,1
2013-10-23,15465.3398,15465.6602,15366.1904,15413.3301,15413.3301,90630000,0,1
2013-10-22,15394.2197,15518.0996,15394.2197,15467.6602,15467.6602,107030000,0,1
2013-10-21,15401.3203,15410.1797,15362.6602,15392.2002,15392.2002,93660000,0,1
2013-10-18,15371.71,15412.9697,15321.8096,15399.6504,15399.6504,156660000,0,1
2013-10-17,15369.46,15376.1104,15229.0195,15371.6504,15371.6504,108490000,0,1
2013-10-16,15170.7002,15374.1504,15170.7002,15373.8301,15373.8301,92850000,0,1
2013-10-15,15300.2998,15301.9102,15161.3301,15168.0098,15168.0098,91440000,0,1
2013-10-14,15231.3301,15309.4805,15136.3799,15301.2598,15301.2598,81420000,0,1
2013-10-11,15126.5195,15237.2998,15100.1299,15237.1104,15237.1104,85730000,0,1
2013-10-10,14806.3896,15126.0703,14806.3896,15126.0703,15126.0703,106540000,0,1
2013-10-09,14778.1904,14852.5,14719.4297,14802.9805,14802.9805,103190000,0,1
2013-10-08,14938.04,14938.04,14773.4697,14776.5303,14776.5303,102690000,0,1
2013-10-07,15069.2998,15069.2998,14920.8301,14936.2402,14936.2402,79620000,0,1
2013-10-04,14994.6797,15083.9902,14972.3301,15072.5801,15072.5801,75100000,0,1
2013-10-03,15127.2305,15127.2305,14947.0303,14996.4805,14996.4805,91300000,0,1
2013-10-02,15182.6504,15182.6504,15044.71,15133.1396,15133.1396,86090000,0,1
2013-10-01,15132.4902,15208.4004,15110.3398,15191.7002,15191.7002,82460000,0,1
2013-09-30,15249.8203,15249.8203,15086.71,15129.6699,15129.6699,122330000,0,1
2013-09-27,15317.4502,15317.4502,15211.8096,15258.2402,15258.2402,95660000,0,1
2013-09-26,15274.4199,15387.1904,15274.4199,15328.2998,15328.2998,79050000,0,1
2013-09-25,15339.0195,15372.4805,15253.1602,15273.2598,15273.2598,81890000,0,1
2013-09-24,15402.54,15433.75,15327.1396,15334.5898,15334.5898,85430000,0,1
2013-09-23,15452.3096,15466.9502,15368.25,15401.3799,15401.3799,94920000,0,1
2013-09-20,15635.0898,15654.7695,15448.0898,15451.0898,15451.0898,379650000,0,1
2013-09-19,15677.8604,15695.8896,15625.4502,15636.5498,15636.5498,116280000,0,1
2013-09-18,15533.0303,15709.5801,15470.1602,15676.9404,15676.9404,145410000,0,1
2013-09-17,15503.1504,15555.0703,15503.1504,15529.7305,15529.7305,104480000,0,1
2013-09-16,15381.3604,15549.8701,15381.3604,15494.7803,15494.7803,105740000,0,1
2013-09-13,15312.8604,15380.9697,15312.8604,15376.0596,15376.0596,90890000,0,1
2013-09-12,15327.1396,15345.3203,15283.2598,15300.6396,15300.6396,99760000,0,1
2013-09-11,15194.1299,15326.5996,15194.1299,15326.5996,15326.5996,102090000,0,1
2013-09-10,15067.2305,15192.1299,15067.2305,15191.0596,15191.0596,103200000,0,1
2013-09-09,14927.1904,15088.4102,14927.1904,15063.1201,15063.1201,90660000,0,1
2013-09-06,14941.5498,15009.8398,14789.4004,14922.5,14922.5,108410000,0,1
2013-09-05,14929.4902,14987.4697,14923.2695,14937.4805,14937.4805,101010000,0,1
2013-09-04,14832.4199,14956.7402,14799.0898,14930.8701,14930.8701,122150000,0,1
2013-09-03,14801.5498,14933.3496,14777.4805,14833.96,14833.96,142530000,0,1
2013-08-30,14844.0996,14848.2402,14762.3496,14810.3096,14810.3096,135850000,0,1
2013-08-29,14817.9102,14916.0098,14792.1104,14840.9502,14840.9502,93170000,0,1
2013-08-28,14770.9902,14867.4004,14760.4102,14824.5098,14824.5098,104620000,0,1
2013-08-27,14939.25,14939.25,14765.4199,14776.1299,14776.1299,118610000,0,1
2013-08-26,15014.5801,15049.9805,14945.2402,14946.46,14946.46,102820000,0,1
2013-08-23,14988.7803,15025.5596,14931.2402,15010.5098,15010.5098,131860000,0,1
2013-08-22,14908.5996,14989.1201,14899,14963.7402,14963.7402,153490000,0,1
2013-08-21,14993.8096,15019.7002,14880.8398,14897.5498,14897.5498,98340000,0,1
2013-08-20,15011.8203,15074.9199,14992.1602,15002.9902,15002.9902,102340000,0,1
2013-08-19,15076.79,15106.3896,15005.4199,15010.7402,15010.7402,111660000,0,1
2013-08-16,15112.5703,15139.7695,15054.3799,15081.4697,15081.4697,151620000,0,1
2013-08-15,15332.71,15332.71,15094.0303,15112.1904,15112.1904,128340000,0,1
2013-08-14,15447.71,15453.0801,15316.6201,15337.6602,15337.6602,91030000,0,1
2013-08-13,15420.6797,15504.1396,15342.3398,15451.0098,15451.0098,84790000,0,1
2013-08-12,15415.2197,15441.75,15359.9297,15419.6797,15419.6797,78060000,0,1
2013-08-09,15496.6299,15507.7598,15346.6504,15425.5098,15425.5098,81180000,0,1
2013-08-08,15477.2695,15557.1201,15418.5996,15498.3203,15498.3203,90990000,0,1
2013-08-07,15516.21,15516.21,15421.75,15470.6699,15470.6699,88430000,0,1
2013-08-06,15608.4404,15608.4404,15473.4004,15518.7402,15518.7402,87730000,0,1
2013-08-05,15651.9805,15655.21,15584.8301,15612.1299,15612.1299,76850000,0,1
2013-08-02,15627.5596,15658.4297,15558.6797,15658.3604,15658.3604,104840000,0,1
2013-08-01,15503.8496,15650.6904,15503.8496,15628.0195,15628.0195,111040000,0,1
2013-07-31,15528.5703,15634.3203,15492.96,15499.54,15499.54,145120000,0,1
2013-07-30,15534.4902,15593.9102,15479.1299,15520.5898,15520.5898,117550000,0,1
2013-07-29,15557.1396,15557.1396,15482.2695,15521.9697,15521.9697,87240000,0,1
2013-07-26,15547.8496,15560.9697,15405.1602,15558.8301,15558.8301,94880000,0,1
2013-07-25,15539.1699,15560.3301,15455.5898,15555.6104,15555.6104,103260000,0,1
2013-07-24,15576.6904,15602.5996,15496.8398,15542.2402,15542.2402,99320000,0,1
2013-07-23,15547,15604.2197,15544.0596,15567.7402,15567.7402,98700000,0,1
2013-07-22,15543.9697,15576.21,15516.2002,15545.5498,15545.5498,180920000,0,1
2013-07-19,15524.2695,15544.5498,15491.96,15543.7402,15543.7402,229260000,0,1
2013-07-18,15465.9102,15589.4004,15465.9102,15548.54,15548.54,136270000,0,1
2013-07-17,15456.9199,15502,15438.1201,15470.5195,15470.5195,126240000,0,1
2013-07-16,15485.0303,15498.1602,15415.71,15451.8496,15451.8496,105970000,0,1
2013-07-15,15459.6904,15509.4805,15455.7695,15484.2598,15484.2598,99430000,0,1
2013-07-12,15460.6904,15498.3896,15410.2695,15464.2998,15464.2998,130140000,0,1
2013-07-11,15298,15483.5498,15298,15460.9199,15460.9199,124950000,0,1
2013-07-10,15298.0303,15348.9502,15258.8896,15291.6602,15291.6602,105050000,0,1
2013-07-09,15228.46,15320.4199,15228.46,15300.3398,15300.3398,109270000,0,1
2013-07-08,15137.2197,15262.7197,15137.2197,15224.6904,15224.6904,136820000,0,1
2013-07-05,14995.46,15137.5098,14971.2002,15135.8398,15135.8398,94560000,0,1
2013-07-03,14923.7305,15025.9004,14858.9297,14988.3701,14988.3701,61000000,0,1
2013-07-02,14974.96,15049.2197,14870.5098,14932.4102,14932.4102,116610000,0,1
2013-07-01,14911.5996,15083.2803,14911.5996,14974.96,14974.96,120570000,0,1
2013-06-28,15016.5801,15034.6299,14884.7998,14909.5996,14909.5996,230000000,0,1
2013-06-27,14921.2803,15075.0098,14921.2803,15024.4902,15024.4902,113650000,0,1
2013-06-26,14769.9902,14938.9805,14769.6797,14910.1396,14910.1396,133230000,0,1
2013-06-25,14669.6904,14812.0303,14669.6904,14760.3096,14760.3096,135940000,0,1
2013-06-24,14795.79,14795.79,14551.2695,14659.5596,14659.5596,158670000,0,1
2013-06-21,14760.6201,14858.5596,14688.4297,14799.4004,14799.4004,420080000,0,1
2013-06-20,15105.5098,15105.5098,14732.0303,14758.3203,14758.3203,172630000,0,1
2013-06-19,15315.4697,15322.0703,15112.1104,15112.1904,15112.1904,111380000,0,1
2013-06-18,15186.2998,15340.0898,15186.2998,15318.2305,15318.2305,99210000,0,1
2013-06-17,15078.71,15261.71,15078.71,15179.8496,15179.8496,139250000,0,1
2013-06-14,15178.0801,15205.9199,15044.7998,15070.1797,15070.1797,107430000,0,1
2013-06-13,14992.54,15202.2695,14953.4502,15176.0801,15176.0801,104490000,0,1
2013-06-12,15130.3896,15241.2803,14981.21,14995.2305,14995.2305,105770000,0,1
2013-06-11,15231.3799,15251.0703,15086.0898,15122.0195,15122.0195,101610000,0,1
2013-06-10,15247.8096,15300.6396,15211.25,15238.5898,15238.5898,94250000,0,1
2013-06-07,15044.46,15255.5801,15044.46,15248.1201,15248.1201,137380000,0,1
2013-06-06,14955.4502,15040.6201,14844.2197,15040.6201,15040.6201,140410000,0,1
2013-06-05,15168.0996,15168.6299,14945.5703,14960.5898,14960.5898,141400000,0,1
2013-06-04,15255.2197,15304.9805,15100.7803,15177.54,15177.54,134280000,0,1
2013-06-03,15123.5498,15254.1104,15123.5498,15254.0303,15254.0303,147980000,0,1
2013-05-31,15322.2197,15392.3799,15115.5703,15115.5703,15115.5703,208830000,0,1
2013-05-30,15306.0195,15398.7002,15280.9902,15324.5303,15324.5303,121150000,0,1
2013-05-29,15399.9404,15400.25,15229.5303,15302.7998,15302.7998,114020000,0,1
2013-05-28,15307.3301,15521.4902,15307.3301,15409.3896,15409.3896,130680000,0,1
2013-05-24,15290.7402,15306.71,15199.6299,15303.0996,15303.0996,105660000,0,1
2013-05-23,15300.5703,15348.4102,15180.2305,15294.5,15294.5,148810000,0,1
2013-05-22,15387.1201,15542.4004,15265.96,15307.1699,15307.1699,171850000,0,1
2013-05-21,15334.9697,15434.5,15325.6797,15387.5801,15387.5801,122970000,0,1
2013-05-20,15348.3301,15391.8398,15314.1504,15335.2803,15335.2803,116420000,0,1
2013-05-17,15234.75,15357.4004,15234.75,15354.4004,15354.4004,175750000,0,1
2013-05-16,15273.9199,15302.4902,15215.8203,15233.2197,15233.2197,145090000,0,1
2013-05-15,15211.8701,15301.3398,15175.3896,15275.6904,15275.6904,124030000,0,1
2013-05-14,15091.6797,15219.5498,15089.2998,15215.25,15215.25,124590000,0,1
2013-05-13,15113.4199,15113.4199,15053.46,15091.6797,15091.6797,94280000,0,1
2013-05-10,15082.6201,15118.4902,15038.1797,15118.4902,15118.4902,98980000,0,1
2013-05-09,15105.1201,15144.8301,15046.8701,15082.6201,15082.6201,97810000,0,1
2013-05-08,15056.2002,15106.8096,15021.8701,15105.1201,15105.1201,113510000,0,1
2013-05-07,14968.8896,15056.6699,14968.8896,15056.2002,15056.2002,117230000,0,1
2013-05-06,14973.96,14988.8701,14941.0898,14968.8896,14968.8896,116160000,0,1
2013-05-03,14831.5801,15009.5898,14831.5801,14973.96,14973.96,119890000,0,1
2013-05-02,14700.9502,14834.6299,14700.9502,14831.5801,14831.5801,91180000,0,1
2013-05-01,14839.7998,14839.7998,14687.0498,14700.9502,14700.9502,112620000,0,1
2013-04-30,14818.75,14839.7998,14734.4697,14839.7998,14839.7998,148250000,0,1
2013-04-29,14712.5498,14844.96,14712.5498,14818.75,14818.75,97060000,0,1
2013-04-26,14700.7998,14743.4902,14684.8203,14712.5498,14712.5498,128910000,0,1
2013-04-25,14676.2998,14768.0498,14665.4502,14700.7998,14700.7998,129600000,0,1
2013-04-24,14719.46,14747.4199,14666.54,14676.2998,14676.2998,138020000,0,1
2013-04-23,14567.1699,14721.4199,14554.29,14719.46,14719.46,137320000,0,1
2013-04-22,14547.5098,14588.8301,14457.5996,14567.1699,14567.1699,146890000,0,1
2013-04-19,14537.1396,14553.7305,14444.0303,14547.5098,14547.5098,207200000,0,1
2013-04-18,14618.5898,14650.2598,14495.29,14537.1396,14537.1396,158050000,0,1
2013-04-17,14756.7803,14756.7803,14560.8096,14618.5898,14618.5898,168010000,0,1
2013-04-16,14599.2002,14761.7305,14599.2002,14756.7803,14756.7803,126320000,0,1
2013-04-15,14865.0596,14865.0596,14598.5801,14599.2002,14599.2002,161680000,0,1
2013-04-12,14865.1396,14865.21,14790.5703,14865.0596,14865.0596,119570000,0,1
2013-04-11,14802.2402,14887.5098,14785.3604,14865.1396,14865.1396,144570000,0,1
2013-04-10,14673.46,14826.6602,14673.46,14802.2402,14802.2402,120520000,0,1
2013-04-09,14613.4805,14716.46,14598.5,14673.46,14673.46,128580000,0,1
2013-04-08,14565.25,14613.4805,14497.7998,14613.4805,14613.4805,106680000,0,1
2013-04-05,14606.1104,14606.1104,14434.4297,14565.25,14565.25,131250000,0,1
2013-04-04,14550.3496,14625.2402,14538.7197,14606.1104,14606.1104,104790000,0,1
2013-04-03,14662.0098,14683.1299,14525.3604,14550.3496,14550.3496,127140000,0,1
2013-04-02,14572.8496,14684.4902,14572.8496,14662.0098,14662.0098,98420000,0,1
2013-04-01,14578.54,14605.7197,14531.4805,14572.8496,14572.8496,91400000,0,1
2013-03-28,14526.1602,14585.0996,14520.8604,14578.54,14578.54,153710000,0,1
2013-03-27,14559.6504,14559.6504,14439.5498,14526.1602,14526.1602,92680000,0,1
2013-03-26,14447.75,14561.54,14447.75,14559.6504,14559.6504,96030000,0,1
2013-03-25,14512.0303,14563.75,14395,14447.75,14447.75,124840000,0,1
2013-03-22,14421.4902,14519.9502,14421.4902,14512.0303,14512.0303,101450000,0,1
2013-03-21,14511.7305,14511.7305,14383.0195,14421.4902,14421.4902,110450000,0,1
2013-03-20,14455.8203,14546.8203,14455.8203,14511.7305,14511.7305,121240000,0,1
2013-03-19,14452.0596,14514.3398,14382.0898,14455.8203,14455.8203,122170000,0,1
2013-03-18,14514.1104,14521.5898,14404.21,14452.0596,14452.0596,119640000,0,1
2013-03-15,14539.1396,14539.1396,14470.5,14514.1104,14514.1104,407770000,0,1
2013-03-14,14455.2803,14539.29,14455.2803,14539.1396,14539.1396,117390000,0,1
2013-03-13,14450.0596,14472.7998,14411.6602,14455.2803,14455.2803,83920000,0,1
2013-03-12,14447.29,14478.7998,14412.0596,14450.0596,14450.0596,102100000,0,1
2013-03-11,14397.0703,14448.0596,14373.3203,14447.29,14447.29,94880000,0,1
2013-03-08,14329.4902,14413.1699,14329.4902,14397.0703,14397.0703,115630000,0,1
2013-03-07,14296.2402,14354.6904,14296.2402,14329.4902,14329.4902,117080000,0,1
2013-03-06,14253.7695,14320.6504,14253,14296.2402,14296.2402,116510000,0,1
2013-03-05,14127.8203,14286.3701,14127.8203,14253.7695,14253.7695,112100000,0,1
2013-03-04,14089.6602,14128.21,14030.3701,14127.8203,14127.8203,110810000,0,1
2013-03-01,14054.4902,14107.0898,13937.5996,14089.6602,14089.6602,125920000,0,1
2013-02-28,14075.3701,14149.1504,14050.1797,14054.4902,14054.4902,177150000,0,1
2013-02-27,13900.1299,14104.8604,13880.1904,14075.3701,14075.3701,107010000,0,1
2013-02-26,13784.1699,13918.4404,13784.1699,13900.1299,13900.1299,132580000,0,1
2013-02-25,14000.5703,14081.5801,13784.0098,13784.1699,13784.1699,152190000,0,1
2013-02-22,13880.6201,14001.1904,13880.6201,14000.5703,14000.5703,139850000,0,1
2013-02-21,13927.54,13927.54,13834.4004,13880.6201,13880.6201,131410000,0,1
2013-02-20,14035.6699,14058.2695,13919.2803,13927.54,13927.54,138540000,0,1
2013-02-19,13981.7598,14044.8203,13977.9004,14035.6699,14035.6699,136410000,0,1
2013-02-15,13973.3896,14001.9297,13906.7305,13981.7598,13981.7598,195670000,0,1
2013-02-14,13982.9102,13990.3604,13921.9404,13973.3896,13973.3896,114800000,0,1
2013-02-13,14018.7002,14029.3496,13945.7803,13982.9102,13982.9102,130520000,0,1
2013-02-12,13971.2402,14038.9697,13968.9404,14018.7002,14018.7002,117180000,0,1
2013-02-11,13992.9697,13992.9697,13940.4102,13971.2402,13971.2402,75090000,0,1
2013-02-08,13944.0498,14022.6201,13944.0498,13992.9697,13992.9697,99860000,0,1
2013-02-07,13986.5195,13988.0596,13852.2002,13944.0498,13944.0498,118530000,0,1
2013-02-06,13979.2998,13991.6104,13913.1797,13986.5195,13986.5195,127560000,0,1
2013-02-05,13880.0801,14013.5996,13880.0801,13979.2998,13979.2998,134390000,0,1
2013-02-04,14009.79,14009.79,13866.8301,13880.0801,13880.0801,130420000,0,1
2013-02-01,13860.5801,14019.7803,13860.5801,14009.79,14009.79,128420000,0,1
2013-01-31,13910.4199,13941.0596,13860.5801,13860.5801,13860.5801,142600000,0,1
2013-01-30,13954.4199,13966.1299,13896.9502,13910.4199,13910.4199,117200000,0,1
2013-01-29,13881.9297,13969.9902,13880.0098,13954.4199,13954.4199,108230000,0,1
2013-01-28,13895.9805,13915.7197,13862.5703,13881.9297,13881.9297,113570000,0,1
2013-01-25,13825.3301,13895.9805,13825.3301,13895.9805,13895.9805,130300000,0,1
2013-01-24,13779.3301,13879.6602,13779.3301,13825.3301,13825.3301,124780000,0,1
2013-01-23,13712.21,13794.29,13710.1299,13779.3301,13779.3301,104490000,0,1
2013-01-22,13649.7002,13712.21,13622.96,13712.21,13712.21,144300000,0,1
2013-01-18,13596.0195,13649.9297,13571.8604,13649.7002,13649.7002,260900000,0,1
2013-01-17,13511.2305,13633.8896,13510.2402,13596.0195,13596.0195,183900000,0,1
